Number,Word,Pronunciation,Definition,Sentence
1893,retrieving,re-TRIEV-ing,verb: to get back or recover something,She was retrieving her lost keys from the car.
1894,retroactive,re-tro-ACT-ive,adjective: taking effect from a date in the past,The new law was applied retroactively.
1895,reverberate,re-VER-ber-ate,verb: to echo or resound repeatedly,The sound of the bell reverberated through the valley.
1896,reverberation,re-VER-ber-a-tion,noun: the echo or resounding effect of a sound,The reverberation of the music filled the concert hall.
1897,revulsion,re-VUL-sion,noun: a strong feeling of disgust or repulsion,She felt a sense of revulsion at the sight of the spoiled food.
1898,rhetorical,rhe-TOR-i-cal,adjective: relating to the art of effective or persuasive speaking or writing,His rhetorical skills were impressive during the debate.
1899,rhomboid,RHOM-boid,noun: a shape with opposite sides parallel and equal in length,The rhomboid pattern on the fabric was unique.
1900,ridiculous,ri-DIC-u-lous,adjective: deserving or inviting mockery or derision,The idea was so ridiculous that everyone laughed.
1901,rigidity,ri-JID-i-tee,noun: The quality or state of being rigid.,The rigidity of the metal made it perfect for construction.
1902,ringleader,RING-lee-der,"noun: A person who leads others, especially in unlawful activities.",The ringleader of the group orchestrated the entire plan.
1903,ringlet,RING-let,"noun: A small ring or circle, especially of hair.",She wore her hair in soft ringlets for the party.
1904,rippling,RIP-ling,verb: To move in small waves.,The water was rippling gently in the breeze.
1905,Riviera,ri-vee-AIR-uh,noun: A coastal region with a subtropical climate and vegetation.,They spent their vacation on the beautiful Riviera.
1906,robust,roh-BUST,adjective: Strong and healthy.,The robust flavor of the coffee was invigorating.
1907,roguery,ROH-guh-ree,noun: Mischievous behavior.,His roguery was evident in the playful tricks he played.
1908,roguishness,ROH-gish-ness,noun: The quality of being roguish.,Her roguishness made her the life of the party.
1909,roomette,roo-MET,noun: A small private room on a train.,They booked a roomette for their overnight journey.
1910,rosacea,roh-ZAY-shuh,noun: A chronic skin condition causing redness and pimples.,She treated her rosacea with a special cream.
1911,rosary,ROH-zuh-ree,noun: A string of beads used in prayer.,She carried her rosary with her to church.
1912,roughen,RUFF-en,verb: To make rough.,The sandpaper was used to roughen the surface.
1913,route,ROOT,noun: A way or course taken in getting from a starting point to a destination.,They planned their route carefully before the trip.
1914,rumbling,RUM-bling,"noun: A deep, resonant sound.",The rumbling of thunder could be heard in the distance.
1915,running,RUN-ing,verb: To move swiftly on foot.,She enjoys running in the park every morning.
1916,runty,RUN-tee,adjective: Small and weak.,The runty puppy needed extra care and attention.
1917,rustle,RUSS-ul,"verb: To make a soft, muffled sound.",The leaves rustle in the wind.
1918,sacerdotal,sak-er-DOH-tul,adjective: Relating to priests or the priesthood.,The sacerdotal robes were worn during the ceremony.
1919,sacristy,SAK-ri-stee,noun: A room in a church where sacred vessels and vestments are kept.,The priest prepared for the service in the sacristy.
1920,Sahara,suh-HAIR-uh,noun: A desert in North Africa.,The Sahara is the largest hot desert in the world.
1921,sahib,SAH-ib,noun: A term of respect for a man in South Asia.,The locals referred to him as sahib.
1922,salacious,suh-LAY-shus,adjective: Having or conveying undue or inappropriate interest in sexual matters.,The salacious gossip spread quickly.
1923,saliva,suh-LIE-vuh,noun: Watery liquid secreted into the mouth by glands.,Saliva helps in the digestion of food.
1924,saltpeter,SALT-pee-ter,"noun: Potassium nitrate, used especially as a fertilizer and explosive.",Saltpeter was used in the production of gunpowder.
1925,salver,SAL-ver,"noun: A tray, typically one made of silver, used in formal circumstances.",The waiter carried the drinks on a salver.
1926,salving,SAL-ving,verb: To soothe or heal.,The ointment was salving her wounds.
1927,sanative,SAN-uh-tiv,adjective: Having the power to heal or cure.,The sanative properties of the herb were well-known.
1928,sanitary,SAN-i-tair-ee,adjective: Relating to cleanliness and health.,The sanitary conditions in the hospital were excellent.
1929,sapping,SAP-ing,verb: To gradually weaken or destroy.,The constant stress was sapping her energy.
1930,sari,SAH-ree,noun: A garment worn by women in South Asia.,She wore a beautiful sari to the wedding.
1931,saturable,SAT-ur-uh-bul,adjective: Capable of being saturated.,The sponge is saturable and can hold a lot of water.
1932,sauerbraten,SOW-er-brah-ten,"noun: A German pot roast, usually of beef, marinated before cooking.",They enjoyed a delicious sauerbraten for dinner.
1933,saving,SAY-ving,verb: To keep safe or rescue from harm.,She is saving money for her future.
1934,saxony,SAK-suh-nee,noun: A region in Germany.,They visited Saxony during their European tour.
1935,saxophone,SAK-suh-fohn,noun: A musical instrument of the woodwind family.,He played a beautiful melody on the saxophone.
1936,scalene,SKAY-leen,adjective: Having sides of unequal length.,A scalene triangle has no equal sides.
1937,scanner,SKAN-er,noun: A device that scans documents or images.,The scanner was used to digitize the photos.
1938,scavenging,SKAV-en-jing,verb: To search for and collect discarded items.,The birds were scavenging for food.
1939,schooling,SKOOL-ing,noun: Education or training received at school.,Her schooling prepared her well for college.
1940,scintillating,SIN-ti-lay-ting,adjective: Sparkling or shining brightly.,Her scintillating performance captivated the audience.
1941,scorbutic,skor-BYOO-tik,adjective: Relating to or affected by scurvy.,The sailors suffered from scorbutic symptoms.
1942,scoutmaster,SKOWT-mas-ter,noun: The leader of a scout troop.,The scoutmaster organized the camping trip.
1943,scrimmage,SKRIM-ij,noun: A practice game or match.,The team had a scrimmage to prepare for the big game.
1944,scrimpy,SKRIM-pee,adjective: Meager or insufficient.,The scrimpy portions left everyone hungry.
1945,sculpture,SKULP-chur,noun: The art of making figures or designs in three dimensions.,The museum displayed a beautiful sculpture.
1946,seacoast,SEE-kohst,noun: The land along the edge of the sea.,They spent the weekend at the seacoast.
1947,seafarer,SEE-fair-er,noun: A person who travels by sea.,The seafarer shared tales of his adventures.
1948,seceded,si-SEED-ed,verb: To withdraw formally from membership in a federation or body.,The state seceded from the union.
1949,secretarial,sek-ri-TAIR-ee-ul,adjective: Relating to the work or position of a secretary.,She took a secretarial course to improve her skills.
1950,sedimentation,sed-i-men-TAY-shun,noun: The process of settling or being deposited as a sediment.,The river's sedimentation affected the water quality.
1951,seepage,SEE-pij,The slow escape of a liquid or gas through porous material or small holes (noun).,The seepage of water from the pipe caused a small puddle in the basement.
1952,seersucker,SEER-suh-ker,"A printed cotton or synthetic fabric that has a surface consisting of puckered and flat sections, typically in a striped pattern (noun).","He wore a seersucker suit to the summer wedding, looking both stylish and comfortable."
1953,seismic,SIZE-mik,Relating to earthquakes or other vibrations of the earth and its crust (adjective).,"The seismic activity in the region has increased, prompting scientists to monitor the area closely."
1954,seismograph,SIZE-muh-graf,"An instrument that measures and records details of earthquakes, such as force and duration (noun).",The seismograph detected a minor tremor that was not felt by the residents.
1955,selfsame,SELF-seym,Exactly the same (adjective).,She wore the selfsame dress to the party that she had worn to the previous event.
1956,semicircular,sem-ee-SUR-kyuh-ler,Having the shape of a half circle (adjective).,"The garden path was designed in a semicircular pattern, creating a beautiful focal point."
1957,sensation,sen-SAY-shun,A physical feeling or perception resulting from something that happens to or comes into contact with the body (noun).,The sensation of the cool breeze on her face was refreshing after a long day.
1958,sensuality,sen-shoo-AL-i-tee,"The enjoyment, expression, or pursuit of physical, especially sexual, pleasure (noun).",The artist's work was known for its sensuality and vibrant colors.
1959,separability,sep-uh-ruh-BIL-i-tee,The quality of being able to be separated or divided (noun).,The separability of the two components made the assembly process much easier.
1960,sepulchral,suh-PUHL-kruhl,Relating to a tomb or interment; gloomy or dismal (adjective).,The sepulchral atmosphere of the old mansion gave everyone the chills.
1961,serenade,ser-uh-NAYD,"A piece of music sung or played in the open air, typically by a man at night under the window of his lover (noun).","He surprised her with a serenade under the stars, making the evening unforgettable."
1962,sermonic,ser-MON-ik,Relating to or resembling a sermon (adjective).,"His speech had a sermonic tone, urging the audience to reflect on their actions."
1963,setting,SET-ing,The place or type of surroundings where something is positioned or where an event takes place (noun).,The setting of the novel was a quaint village in the English countryside.
1964,severally,SEV-er-uh-lee,Separately or individually (adverb).,The tasks were assigned severally to each team member to ensure efficiency.
1965,severance,SEV-er-uhns,The action of ending a connection or relationship (noun).,The company offered a generous severance package to the departing employees.
1966,sexton,SEKS-tuhn,"A person who looks after a church and churchyard, sometimes acting as bell-ringer and gravedigger (noun).",The sexton rang the church bells every Sunday morning.
1967,shamble,SHAM-buhl,"To walk or move in a slow, shuffling, awkward manner (verb).","He began to shamble towards the door, clearly exhausted from the day's work."
1968,shapeliness,SHAYP-lee-nis,The quality of having an attractive or well-proportioned shape (noun).,The statue's shapeliness was admired by all who visited the gallery.
1969,sheeting,SHEET-ing,Material that is used to make sheets or that is in the form of a sheet (noun).,The workers used plastic sheeting to cover the construction site.
1970,shingle,SHING-guhl,"A small, thin piece of building material, typically wood, that is used to cover the roof or sides of a building (noun).",The old house had a roof made of wooden shingles.
1971,shirtwaist,SHURT-wayst,A woman's blouse that resembles a shirt (noun).,She wore a stylish shirtwaist with a high-waisted skirt to the office.
1972,shopped,SHOPT,To have visited one or more stores or websites to buy goods (verb).,"They shopped for hours, looking for the perfect gifts for their friends."
1973,shortwave,SHORT-wayv,A radio wave of a wavelength between about 10 and 100 meters (noun).,He listened to international broadcasts on his shortwave radio.
1974,shrinkage,SHRING-kij,"The process, fact, or amount of shrinking (noun).",The shrinkage of the sweater after washing was disappointing.
1975,shrivel,SHRIV-uhl,"To become or make wrinkled and contracted, especially due to loss of moisture (verb).",The leaves began to shrivel in the intense heat of the summer.
1976,shunned,SHUND,"To have persistently avoided, ignored, or rejected someone or something (verb).","He was shunned by his peers after the incident, feeling isolated and alone."
1977,shunning,SHUN-ing,"The action of persistently avoiding, ignoring, or rejecting someone or something (noun).","The shunning of the new student was noticed by the teachers, who intervened to help."
1978,sibyl,SIB-uhl,A woman in ancient times supposed to utter the oracles and prophecies of a god (noun).,The sibyl's prophecies were revered by the people of the ancient city.
1979,signaled,SIG-nuhld,"To have transmitted information or instructions by means of a gesture, action, or sound (verb).",The coach signaled the players to start the game with a loud whistle.
1980,silage,SY-lij,"Grass or other green fodder compacted and stored in airtight conditions, typically in a silo, without first being dried, and used as animal feed in the winter (noun).",The farmer stored the silage in the silo to feed the cattle during the winter months.
1981,simony,SY-muh-nee,"The buying or selling of ecclesiastical privileges, for example pardons or benefices (noun).",The practice of simony was condemned by the church as corrupt and unethical.
1982,simoom,si-MOOM,"A hot, dry, dusty wind blowing in the desert, especially in Arabia (noun).","The simoom swept across the desert, making travel difficult for the caravan."
1983,simulation,sim-yuh-LAY-shun,Imitation of a situation or process (noun).,The flight simulation helped the pilots practice emergency procedures.
1984,sinewy,SIN-yoo-ee,Consisting of or resembling sinews; lean and muscular (adjective).,The athlete's sinewy build was a result of years of rigorous training.
1985,siren,SY-ren,"A device that makes a loud, prolonged sound as a signal or warning (noun).","The siren blared, alerting everyone to the approaching storm."
1986,siring,SY-ring,The act of fathering offspring (verb).,The stallion was known for siring many champion racehorses.
1987,skeptical,SKEP-ti-kuhl,Not easily convinced; having doubts or reservations (adjective).,"She was skeptical about the new diet plan, preferring to stick to her usual routine."
1988,skimmed,SKIMD,To have removed a substance from the surface of a liquid (verb).,He skimmed the cream off the top of the milk to use in his coffee.
1989,skulduggery,skuhl-DUG-uh-ree,Underhanded or unscrupulous behavior; trickery (noun).,The detective uncovered the skulduggery behind the fraudulent scheme.
1990,skulker,SKUHL-ker,"A person who keeps out of sight, typically with a sinister or cowardly motive (noun).",The skulker was caught sneaking around the building late at night.
1991,slamming,SLAM-ing,The action of shutting a door or window forcefully and loudly (noun).,The slamming of the door echoed through the empty house.
1992,slash-and-burn,SLASH-and-BURN,"A method of agriculture in which existing vegetation is cut down and burned off before new seeds are sown, typically used as a method for clearing forest land for farming (adjective).",The slash-and-burn technique was used to clear the land for planting crops.
1993,slay,SLAY,To kill (verb).,The knight vowed to slay the dragon and save the village.
1994,sleigh,SLAY,"A sled drawn by horses or reindeer, especially one used for passengers (noun).",They enjoyed a magical sleigh ride through the snowy forest.
1995,sliminess,SLY-mee-nis,The quality of being slimy (noun).,The sliminess of the algae made the rocks slippery and dangerous to walk on.
1996,slobbering,SLOB-er-ing,The action of letting saliva dribble from the mouth (noun).,The slobbering of the excited puppy was both adorable and messy.
1997,Slovakia,sloh-VAK-ee-uh,A country in central Europe (noun).,They planned a trip to Slovakia to explore its rich history and beautiful landscapes.
1998,smirch,SMURCH,To make dirty; soil (verb).,The ink smirch on his shirt was a result of the broken pen.
1999,smirk,SMURK,"A smug, conceited, or silly smile (noun).",He couldn't hide his smirk after winning the chess match.
2000,smudge,SMUJ,A blurred or smeared mark on the surface of something (noun).,The smudge on the window made it difficult to see outside.
2001,snappily,SNAP-pi-ly,"In a quick, energetic manner; adverb","She dressed snappily for the party, impressing everyone with her style."
2002,sneezing,SNEEZ-ing,The act of expelling air from the nose and mouth involuntarily; noun,"Sneezing can be a sign of allergies, especially during spring."
2003,snickered,SNICK-er-ed,"To laugh in a half-suppressed, typically scornful way; verb","He snickered at the joke, finding it amusing but not wanting to laugh out loud."
2004,snobbish,SNOB-bish,Having or showing the attitude of people who think they are better than others; adjective,Her snobbish attitude made it difficult for her to make friends.
2005,Socratic,so-CRAT-ic,Relating to Socrates or his philosophy; adjective,The Socratic method encourages students to think critically and ask questions.
2006,solacing,SOL-a-cing,Providing comfort or consolation; verb,She found solacing words to comfort her friend during a tough time.
2007,solicitous,so-LIC-i-tous,Showing concern or care for someone's well-being; adjective,His solicitous nature made him a great caregiver.
2008,somatic,so-MAT-ic,"Relating to the body, especially as distinct from the mind; adjective",Somatic symptoms can sometimes be caused by stress or anxiety.
2009,somnambulist,som-NAM-bu-list,A person who walks while asleep; noun,The somnambulist was found wandering the halls in the middle of the night.
2010,soothe,SOOTHE,To gently calm or relieve; verb,Listening to music can soothe the mind and reduce stress.
2011,sorrel,SOR-rel,A plant with acidic leaves used in salads; noun,"Sorrel adds a tangy flavor to the salad, making it more refreshing."
2012,sorrowfully,SOR-row-ful-ly,In a manner expressing sorrow or sadness; adverb,"She looked sorrowfully at the broken vase, remembering its sentimental value."
2013,soupier,SOUP-i-er,More like soup in consistency; adjective,The stew became soupier after adding more broth.
2014,Spanish,SPAN-ish,Relating to Spain or its language; adjective,She is fluent in Spanish and enjoys reading Spanish literature.
2015,sparsity,SPAR-si-ty,The condition of being sparse or scanty; noun,The sparsity of trees in the desert made it look barren.
2016,Sparta,SPAR-ta,An ancient Greek city-state known for its military prowess; noun,Sparta was famous for its disciplined and skilled warriors.
2017,spawn,SPAWN,"To produce or generate, especially in large numbers; verb",The video game spawned numerous sequels and spin-offs.
2018,specific,spe-CIF-ic,Clearly defined or identified; adjective,She gave specific instructions to ensure the task was completed correctly.
2019,spectatorial,spec-ta-TOR-i-al,Relating to spectators or viewing; adjective,The spectatorial experience at the concert was enhanced by the stunning visuals.
2020,speechless,SPEECH-less,"Unable to speak, especially as a result of shock or strong emotion; adjective",The surprise party left her speechless and overwhelmed with joy.
2021,spinet,SPI-net,A small upright piano; noun,"She played a beautiful melody on the spinet, captivating the audience."
2022,spirea,spi-RE-a,A genus of shrubs with clusters of small flowers; noun,"The garden was adorned with spirea, adding color and beauty."
2023,spiting,SPIT-ing,Deliberately hurting or offending someone; verb,He was accused of spiting his colleague out of jealousy.
2024,split-level,SPLIT-lev-el,A type of house with floors at different levels; adjective,They moved into a split-level home with a unique architectural design.
2025,sponginess,SPONG-i-ness,The quality of being soft and absorbent; noun,The sponginess of the cake made it light and fluffy.
2026,spouter,SPOUT-er,One who speaks or talks at length; noun,The spouter at the event captivated the audience with his eloquence.
2027,sprinter,SPRINT-er,A person who runs short distances at high speed; noun,The sprinter won the race with an impressive burst of speed.
2028,sprite,SPRITE,"A small, supernatural being or fairy; noun","The garden was said to be inhabited by sprites, adding a magical touch."
2029,squalid,SQUAL-id,"Extremely dirty and unpleasant, especially as a result of poverty or neglect; adjective",The squalid conditions of the abandoned house were shocking.
2030,squamous,SQUA-mous,Relating to or covered with scales; adjective,The squamous skin of the reptile was rough to the touch.
2031,squawk,SQUAWK,"To make a loud, harsh noise; verb","The parrot squawked loudly, demanding attention from its owner."
2032,squiring,SQUIR-ing,Acting as a squire or escorting someone; verb,"He was squiring his date to the prom, making sure she had a great time."
2033,stair-climber,STAIR-climb-er,A machine used for exercise that simulates climbing stairs; noun,She used the stair-climber at the gym to improve her cardiovascular fitness.
2034,stairway,STAIR-way,A set of steps leading from one floor to another; noun,The grand stairway in the mansion was a stunning architectural feature.
2035,stammer,STAM-mer,To speak with involuntary pauses or repetitions; verb,"He began to stammer during his speech, but quickly regained his composure."
2036,stapes,STA-pes,A small bone in the middle ear; noun,The stapes plays a crucial role in transmitting sound vibrations to the inner ear.
2037,statesmanship,STATES-man-ship,Skill in managing public affairs; noun,His statesmanship was evident in his ability to navigate complex political issues.
2038,static,STAT-ic,"Lacking movement, action, or change; adjective",The static nature of the project made it difficult to achieve progress.
2039,stearin,STE-a-rin,A substance obtained from animal fat used in making candles; noun,Stearin is a key ingredient in the production of high-quality candles.
2040,stemming,STEM-ming,Originating from or caused by; verb,The issues were stemming from a lack of communication within the team.
2041,stencil,STEN-cil,A template used to draw or paint identical shapes or patterns; noun,She used a stencil to create beautiful designs on the walls.
2042,stevedore,STE-ve-dore,A person employed at a dock to load and unload ships; noun,The stevedore worked tirelessly to ensure the cargo was handled efficiently.
2043,stiletto,sti-LET-to,"A small dagger with a slender, tapering blade; noun","She carried a stiletto for self-defense, just in case."
2044,still life,STILL life,A painting or drawing of an arrangement of objects; noun,The artist's still life captured the beauty of everyday objects.
2045,Stockholm,STOCK-holm,The capital city of Sweden; noun,Stockholm is known for its stunning architecture and rich history.
2046,stolid,STOL-id,"Calm, dependable, and showing little emotion; adjective",His stolid demeanor made him a reliable and trustworthy friend.
2047,strangely,STRANGE-ly,In an unusual or unexpected manner; adverb,She felt strangely calm despite the chaos around her.
2048,stratify,STRAT-i-fy,To arrange or classify into different layers or levels; verb,The researchers aimed to stratify the data to identify patterns.
2049,strenuous,STREN-u-ous,Requiring or using great effort or exertion; adjective,The strenuous hike tested their endurance and determination.
2050,striding,STRID-ing,"Walking with long, decisive steps; verb","He was striding confidently towards his goal, determined to succeed."
2051,stripping,STRIP-ping,stripping: verb - removing a covering or layer from something,The workers are stripping the old paint from the walls to prepare for a fresh coat.
2052,structurally,STRUC-tur-al-ly,structurally: adverb - in a way that relates to the structure of something,The building is structurally sound and can withstand strong earthquakes.
2053,stubbornness,STUB-born-ness,stubbornness: noun - the quality of being determined to do what one wants and refusing to do anything else,Her stubbornness in pursuing her dreams led to her ultimate success.
2054,stultified,STUL-ti-fied,"stultified: verb - caused to lose enthusiasm and initiative, especially as a result of a tedious or restrictive routine","The monotonous work stultified his creativity, making him feel uninspired."
2055,stupidity,stu-PID-i-ty,stupidity: noun - behavior that shows a lack of good sense or judgment,His stupidity in ignoring the warning signs led to the accident.
2056,stylize,STY-lize,stylize: verb - to design or represent according to a style or pattern rather than according to nature or tradition,"The artist decided to stylize the portrait, giving it a unique and modern look."
2057,stylus,STY-lus,stylus: noun - a pen-like tool used for writing or drawing on a touch-sensitive screen,She used a stylus to create beautiful digital artwork on her tablet.
2058,subcutaneous,sub-cu-TA-ne-ous,subcutaneous: adjective - situated or applied under the skin,The subcutaneous injection was administered to deliver the medication directly into the tissue.
2059,submergence,sub-MER-gence,submergence: noun - the act of being submerged or sinking below the surface,The submergence of the coastal town was a result of the rising sea levels.
2060,subsequent,SUB-se-quent,subsequent: adjective - coming after something in time; following,The subsequent events unfolded quickly after the initial announcement.
2061,substantial,sub-STAN-tial,"substantial: adjective - of considerable importance, size, or worth","She made a substantial contribution to the charity, helping many in need."
2062,sucrose,SU-crose,sucrose: noun - a type of sugar that is found naturally in many plants,Sucrose is often used as a sweetener in many food products.
2063,suction,SUC-tion,suction: noun - the act of sucking or the force that causes a fluid or solid to be drawn into a space,The vacuum cleaner uses suction to remove dirt and debris from the carpet.
2064,suggest,sug-GEST,suggest: verb - to mention or introduce an idea for consideration or possible action,I suggest we take a break and continue the discussion after lunch.
2065,sulfa,SUL-fa,sulfa: noun - a group of synthetic drugs used to treat bacterial infections,The doctor prescribed a sulfa drug to treat the bacterial infection.
2066,sulfanilamide,sul-fa-NIL-a-mide,sulfanilamide: noun - a synthetic compound used as a drug to treat bacterial infections,Sulfanilamide was one of the first antibiotics used to treat infections.
2067,sullage,SUL-lage,sullage: noun - waste or refuse matter; sewage,The sullage from the factory was treated before being released into the river.
2068,sultan,SUL-tan,sultan: noun - a Muslim sovereign,The sultan ruled the kingdom with wisdom and fairness.
2069,sundries,SUN-dries,sundries: noun - various items not important enough to be mentioned individually,"She packed her bag with sundries for the trip, including toiletries and snacks."
2070,superannuated,su-per-AN-nu-a-ted,superannuated: adjective - retired because of age or infirmity,"The superannuated machinery was replaced with modern, efficient equipment."
2071,superintendency,su-per-in-TEN-den-cy,superintendency: noun - the position or role of a superintendent,"He was promoted to the superintendency, overseeing all the schools in the district."
2072,superstitious,su-per-STI-tious,superstitious: adjective - having or showing a belief in superstitions,She was superstitious and always carried a lucky charm with her.
2073,supple,SUP-ple,supple: adjective - bending and moving easily and gracefully; flexible,The gymnast's supple movements impressed the judges and the audience.
2074,supplying,sup-PLY-ing,supplying: verb - providing something that is needed or wanted,The company is supplying essential goods to the remote villages.
2075,surfacing,SUR-fa-cing,surfacing: verb - coming to the surface,The submarine is surfacing after completing its underwater mission.
2076,surpassing,sur-PASS-ing,surpassing: adjective - exceeding; going beyond,"Her performance was surpassing, earning her a standing ovation."
2077,suspend,sus-PEND,suspend: verb - temporarily prevent from continuing or being in force or effect,The school decided to suspend classes due to the severe weather.
2078,suspended animation,sus-PEND-ed an-i-MA-tion,suspended animation: noun - a temporary cessation of most vital functions without death,The sci-fi movie featured characters in suspended animation during their space journey.
2079,suturing,SU-tur-ing,suturing: verb - stitching together the edges of a wound or incision,The surgeon is suturing the incision carefully to ensure proper healing.
2080,suzerain,SU-ze-rain,suzerain: noun - a sovereign or state having control over another state that is internally autonomous,The suzerain exercised authority over the vassal states in the region.
2081,swan dive,SWAN dive,swan dive: noun - a dive in which the diver arches the back and keeps the arms outstretched until entering the water,"The diver executed a perfect swan dive, earning high scores from the judges."
2082,Swedish,SWE-dish,"Swedish: adjective - relating to Sweden, its people, or their language",She enjoyed learning about Swedish culture and traditions during her trip.
2083,swimming,SWIM-ming,swimming: noun - the sport or activity of moving through water by using the limbs,Swimming is a great way to stay fit and have fun at the same time.
2084,swiveling,SWIV-el-ing,swiveling: verb - turning around a point or axis,"The chair is swiveling smoothly, allowing easy movement in all directions."
2085,syllabification,syl-LAB-i-fi-CA-tion,syllabification: noun - the division of words into syllables,The teacher explained the rules of syllabification to help students with their spelling.
2086,symmetrical,sym-MET-ri-cal,symmetrical: adjective - having or showing symmetry,The symmetrical design of the building was both aesthetically pleasing and functional.
2087,synchronize,SYN-chro-nize,synchronize: verb - cause to occur or operate at the same time or rate,The dancers worked hard to synchronize their movements for the performance.
2088,synecdoche,sy-NEC-do-che,synecdoche: noun - a figure of speech in which a part is made to represent the whole or vice versa,Using 'wheels' to refer to a car is an example of synecdoche.
2089,synthesis,SYN-the-sis,synthesis: noun - the combination of ideas to form a theory or system,The research paper presented a synthesis of various studies on climate change.
2090,systematization,sys-te-ma-ti-ZA-tion,systematization: noun - the act of organizing something according to a system or a plan,The systematization of the library's catalog made it easier to find books.
2091,tablespoonful,TA-ble-spoon-ful,tablespoonful: noun - the amount a tablespoon can hold,Add a tablespoonful of sugar to the recipe for the perfect sweetness.
2092,tackling,TAC-kling,tackling: verb - making determined efforts to deal with a problem or difficult task,The team is tackling the project with enthusiasm and dedication.
2093,tailor,TAI-lor,"tailor: noun - a person whose occupation is making fitted clothes such as suits, pants, and jackets to fit individual customers",The tailor made a custom suit that fit him perfectly.
2094,tamale,ta-MA-le,tamale: noun - a Mexican dish of seasoned meat wrapped in cornmeal dough and steamed or baked in corn husks,She enjoyed a delicious tamale at the local Mexican restaurant.
2095,tamarack,TAM-a-rack,tamarack: noun - a type of tree that is native to North America and has needle-like leaves,The tamarack trees turned a beautiful golden color in the fall.
2096,tangerine,tan-ge-RINE,tangerine: noun - a small citrus fruit with a loose skin,"She peeled a tangerine and enjoyed its sweet, juicy segments."
2097,tantalum,TAN-ta-lum,"tantalum: noun - a rare, hard, blue-gray, lustrous transition metal that is highly corrosion-resistant",Tantalum is used in the production of capacitors for electronic devices.
2098,tawdriness,TAW-dri-ness,tawdriness: noun - the quality of being cheap and gaudy,The tawdriness of the decorations made the room look gaudy.
2099,teachable,TEACH-a-ble,teachable: adjective - able to be taught; capable of learning,The students were teachable and eager to learn new concepts.
2100,technician,tech-NI-cian,technician: noun - a person employed to look after technical equipment or do practical work in a laboratory,The technician repaired the computer quickly and efficiently.
2101,Tel Aviv,TEL a VEEV,A city in Israel (noun),Tel Aviv is known for its vibrant nightlife and beautiful beaches.
2102,telescopic,tel uh SKOP ik,Relating to telescopes (adjective),The telescopic lens allowed us to see the stars clearly.
2103,Teletype,TEL uh tipe,A type of teleprinter (noun),The Teletype machine was used for sending typed messages.
2104,tendency,TEN dun see,An inclination towards a particular characteristic or type of behavior (noun),Her tendency to procrastinate often caused her stress.
2105,tensility,ten SIL i tee,The quality of being tensile (noun),The tensility of the material made it perfect for stretching.
2106,terminal,TER mi nul,A station where transport vehicles load or unload passengers or goods (noun),The bus terminal was crowded with travelers.
2107,terminate,TER mi nate,To bring to an end (verb),They decided to terminate the contract early.
2108,terrestrial,ter RES tree ul,Relating to the earth (adjective),Terrestrial animals live on land rather than in water.
2109,testate,TES tayt,Having made a valid will before death (adjective),"He was testate, leaving a detailed will."
2110,tetrameter,TEH truh mee ter,A line of verse consisting of four metrical feet (noun),"The poem was written in tetrameter, giving it a rhythmic flow."
2111,tetrarch,TEH trark,A ruler of a quarter of a province (noun),The tetrarch ruled over a quarter of the province.
2112,theology,thee OL uh jee,The study of the nature of God and religious belief (noun),She studied theology to understand different religious beliefs.
2113,theorem,THEE uh rum,A general proposition not self-evident but proved by a chain of reasoning (noun),The theorem was proven after extensive research.
2114,therefore,THAIR fore,For that reason (adverb),"Therefore, we must take action immediately."
2115,theta,THAY tuh,The eighth letter of the Greek alphabet (noun),Theta is often used in mathematical equations.
2116,thirtieth,THUR tee uth,The ordinal number for 30 (adjective),She celebrated her thirtieth birthday with friends.
2117,Thousand Island dressing,THOU zand EYE lund DRES ing,A type of salad dressing (noun),Thousand Island dressing is a popular choice for salads.
2118,throaty,THROH tee,Having a deep or husky voice (adjective),His throaty laugh filled the room.
2119,Thursday,THURZ day,The fifth day of the week (noun),Thursday is my favorite day of the week.
2120,tiffin,TIF in,A light midday meal (noun),They enjoyed a light tiffin before continuing their work.
2121,Timbuktu,TIM buk TOO,A city in Mali (noun),Timbuktu has a rich history and cultural heritage.
2122,titmouse,TIT mous,A small songbird (noun),The titmouse sang a cheerful song.
2123,tomahawk,TOH muh hawk,A type of axe used by Native Americans (noun),He used a tomahawk to chop wood.
2124,tonneau,TON oh,The rear part of a vehicle (noun),The car's tonneau cover protected the cargo.
2125,tonsil,TON sil,A small mass of lymphoid tissue in the throat (noun),Her tonsil surgery went smoothly.
2126,top-notch,TOP notch,Of the highest quality (adjective),The top-notch performance earned them a standing ovation.
2127,tortoise,TOR tois,A slow-moving land reptile (noun),The tortoise moved slowly but steadily.
2128,toughen,TUH fun,To make tougher (verb),The cold weather toughened him up.
2129,tractability,trak tuh BIL i tee,The quality of being easily managed or controlled (noun),Her tractability made her a great team player.
2130,tragedy,TRAJ uh dee,An event causing great suffering (noun),The tragedy left everyone in shock.
2131,tranquilizer,TRAN kwuh LIE zer,A drug used to reduce anxiety (noun),The tranquilizer helped calm his nerves.
2132,transferring,TRAN sfur ing,The act of moving something from one place to another (verb),She was transferring files to her new computer.
2133,transient,TRAN see unt,Lasting for a short time (adjective),The transient guest stayed for only one night.
2134,transmitter,TRANZ mit ur,A device that sends out signals (noun),The transmitter sent out a clear signal.
